window,portfolio_id,port_is_roi,port_oos_roi,port_oos_profitable,std_mc_rank,boot_mc_rank,pct_edge,mean_alpha
0,0,1.9491150450965695,1.7162869638846925,True,50.0,100.0,100.0,0.00871227117358903
0,1,1.9042713547802557,1.753888869540423,True,50.0,100.0,100.0,0.008750092326277863
0,2,1.8642621264867956,1.6348481860982964,True,50.0,100.0,100.0,0.00804213784273927
0,3,1.8434925860703018,1.697478269356934,True,50.0,100.0,100.0,0.008209032776560123
0,4,1.974452313516116,1.8354101042520263,True,50.0,100.0,100.0,0.008824178767291477
0,5,2.0260650772511593,1.7413180658037901,True,50.0,100.0,100.0,0.008532531789133529
0,6,1.9070011945018561,1.6021845278333877,True,50.0,100.0,100.0,0.007943300678241422
0,7,1.994899685100335,1.6975687497462786,True,50.0,100.0,100.0,0.00910297997598838
0,8,1.969020355686284,1.788630770432312,True,50.0,100.0,100.0,0.008823285122408885
0,9,1.8154442468232452,1.582828538536349,True,50.0,100.0,100.0,0.00819259180673404
0,10,2.0206398711947164,1.7178898612273923,True,50.0,100.0,100.0,0.008676156453293796
0,11,1.941306002340572,1.8119354066719247,True,50.0,100.0,100.0,0.00885164917101276
0,12,1.9762910521734411,1.7437390952006466,True,50.0,100.0,100.0,0.008475479272166029
0,13,1.9957272841038403,1.8311986536852345,True,50.0,100.0,100.0,0.008897235541193002
0,14,1.8989060180157487,1.846634229499698,True,50.0,100.0,100.0,0.008652914503390095
0,15,1.9431805232127914,1.800456664196097,True,50.0,100.0,100.0,0.008973672868445982
0,16,1.92001247678092,1.6674826774161822,True,50.0,100.0,100.0,0.00834885283472014
0,17,1.923650722660557,1.6595831854033094,True,50.0,100.0,100.0,0.008772098893842008
0,18,1.8480964896581216,1.7323624650029292,True,50.0,100.0,100.0,0.008475753854786765
0,19,1.897074114185881,1.7097115247731882,True,50.0,100.0,100.0,0.00866267625026046
0,20,2.0047577060905835,1.8692900342071392,True,50.0,100.0,100.0,0.009094680116540573
0,21,1.9500285767219352,1.7243570581318184,True,50.0,100.0,100.0,0.008746973065580733
0,22,1.9399169721262104,1.6255755680195527,True,50.0,100.0,100.0,0.008494855918430971
0,23,1.9837823121815596,1.6443157618534365,True,50.0,100.0,100.0,0.00806828754434259
0,24,1.9316633457574657,1.7927098780068274,True,50.0,100.0,100.0,0.00858797979903601
0,25,1.935386202453899,1.7389844544544726,True,50.0,100.0,100.0,0.008282131681734086
0,26,1.9895121723822666,1.74915278544603,True,50.0,100.0,100.0,0.008420853782911384
0,27,1.945601980741054,1.650329728807495,True,50.0,100.0,100.0,0.008397759841538874
0,28,1.9699653206906944,1.7834362126237326,True,50.0,100.0,100.0,0.008618965291274873
0,29,1.9034838976243762,1.6877672011403422,True,50.0,100.0,100.0,0.00851887087443567
0,30,1.9690291377316917,1.6440304699005241,True,50.0,100.0,100.0,0.008290147477867988
0,31,1.9616413033993232,1.7313742310740168,True,50.0,100.0,100.0,0.0083298929507459
0,32,1.9690588077539857,1.5855420953990784,True,50.0,100.0,100.0,0.008814652568192648
0,33,1.8635221874845045,1.7669660422551785,True,50.0,100.0,100.0,0.008383416493406595
0,34,1.9277319297264477,1.7440017108432102,True,50.0,100.0,100.0,0.008134624682034184
0,35,1.90806759637602,1.7040159174632628,True,50.0,100.0,100.0,0.008599522268417611
0,36,1.9285943348555232,1.7575002078102735,True,50.0,100.0,100.0,0.008811807169847957
0,37,1.865280087385583,1.7600015172196504,True,50.0,100.0,100.0,0.008067601509477747
0,38,1.9029182424319155,1.6738377403640428,True,50.0,100.0,100.0,0.008412546265513986
0,39,1.844117350413116,1.8386787771454198,True,50.0,100.0,100.0,0.008913874048577665
0,40,1.8864689238312338,1.7808727875077068,True,50.0,100.0,100.0,0.008380795129265584
0,41,1.9341472502373365,1.8631184966660066,True,50.0,100.0,100.0,0.008712976026338751
0,42,1.9503225814134582,1.8767483693447022,True,50.0,100.0,100.0,0.009497371654743722
0,43,1.9318829903882537,1.6970653559908242,True,50.0,100.0,100.0,0.007917633236305715
0,44,1.913790292589654,1.7592131578676398,True,50.0,100.0,100.0,0.008836103861946757
0,45,1.7899231233820074,1.5857835141414345,True,50.0,100.0,100.0,0.0083399601836103
0,46,1.8738952874797643,1.6668285183077778,True,50.0,100.0,100.0,0.008378939309380988
0,47,1.891669693089159,1.6817295312735072,True,50.0,100.0,100.0,0.008303723000689349
0,48,1.8681153823010956,1.625061489100275,True,50.0,100.0,100.0,0.007679028177608714
0,49,1.9613589947354613,1.7025466067283848,True,50.0,100.0,100.0,0.008623073654680947
0,50,1.980178432522385,1.8436597818241036,True,50.0,100.0,100.0,0.009066814465368129
0,51,1.881365264629909,1.7722584928008913,True,50.0,100.0,100.0,0.008700049604237514
0,52,1.9859319867994518,1.7090398552836361,True,50.0,100.0,100.0,0.008409167249427968
0,53,1.98589410305566,1.855400206506231,True,50.0,100.0,100.0,0.008585596234375138
0,54,1.9108342259457523,1.700424123181938,True,50.0,100.0,100.0,0.008553318303358511
0,55,1.8867757277384407,1.6511677444877229,True,50.0,100.0,100.0,0.008045361614406174
0,56,1.9005798952349593,1.780275917787972,True,50.0,100.0,100.0,0.008575940020955072
0,57,1.8405019418696977,1.7198761464986592,True,50.0,100.0,100.0,0.008663223372701593
0,58,1.9826250565915564,1.7867251372881623,True,50.0,100.0,100.0,0.008898020665407713
0,59,1.8366582457936975,1.7610359545354748,True,50.0,100.0,100.0,0.008617422059193943
0,60,1.9823442451905766,1.7150052055490594,True,50.0,100.0,100.0,0.00867365568335654
0,61,1.9392252664970513,1.7662730171939232,True,50.0,100.0,100.0,0.0082953021327653
0,62,1.9900483165850702,1.8797863992529726,True,50.0,100.0,100.0,0.008635734601242045
0,63,1.921136803438167,1.7020360636483745,True,50.0,100.0,100.0,0.008827387075358854
0,64,1.906956699679732,1.812434300061509,True,50.0,100.0,100.0,0.008857372567829355
0,65,1.8533549766620872,1.720342488486132,True,50.0,100.0,100.0,0.00866047309039811
0,66,1.9490659048358026,1.713196417233495,True,50.0,100.0,100.0,0.008453692267427908
0,67,1.8843289169389053,1.6831842394237626,True,50.0,100.0,100.0,0.008376396614664532
0,68,1.8100136266431277,1.6470290552231095,True,50.0,100.0,100.0,0.007834271139929736
0,69,1.972202886478661,1.693365809599857,True,50.0,100.0,100.0,0.008293597671816578
0,70,2.0093104328883746,1.8458610541744433,True,50.0,100.0,100.0,0.008995837186934473
0,71,1.9298688001626807,1.5770315236338814,True,50.0,100.0,100.0,0.00844822914881094
0,72,1.946476727252254,1.7301166851772916,True,50.0,100.0,100.0,0.008383557149436966
0,73,1.9913382726420878,1.6499797871636666,True,50.0,100.0,100.0,0.00864164278656566
0,74,1.9158674923347814,1.5275997282975762,True,50.0,100.0,100.0,0.008170440899971808
0,75,1.9607784877396015,1.8086558907289139,True,50.0,100.0,100.0,0.008586980913416063
0,76,1.947435284955617,1.6140181508218148,True,50.0,100.0,100.0,0.008700022560992376
0,77,1.9513574774483473,1.6742100837027905,True,50.0,100.0,100.0,0.008150320606982259
0,78,1.8756121110126585,1.7936613384169469,True,50.0,100.0,100.0,0.008688615103004161
0,79,1.8700441091763758,1.7157388010153976,True,50.0,100.0,100.0,0.008625516325249109
0,80,1.9448259392811003,1.760607829538691,True,50.0,100.0,100.0,0.00844075451307491
0,81,1.8646225652909494,1.7543687994053645,True,50.0,100.0,100.0,0.008307920084148449
0,82,1.897996293647942,1.6150988221977969,True,50.0,100.0,100.0,0.008420729190691909
0,83,2.047865915602633,1.7904643913397185,True,50.0,100.0,100.0,0.008842278353141195
0,84,1.9733674857688335,1.7198443160560266,True,50.0,100.0,100.0,0.008391459994974091
0,85,2.039888411886694,1.8722157885713973,True,50.0,100.0,100.0,0.009066207653534549
0,86,1.9665216486367378,1.8328586854684858,True,50.0,100.0,100.0,0.008699144295130825
0,87,1.8474538909647784,1.7194317205668757,True,50.0,100.0,100.0,0.008660689043406762
0,88,1.8464993827980685,1.767027068970749,True,50.0,100.0,100.0,0.008221221348361498
0,89,1.8665697968785087,1.7826119304113655,True,50.0,100.0,100.0,0.008466031836148922
0,90,1.9144737726492136,1.9767956590870768,True,50.0,100.0,100.0,0.00894347713485608
0,91,1.9139382766058026,1.7234959475095006,True,50.0,100.0,100.0,0.00884612537451192
0,92,1.9874307454924633,1.7067183728414683,True,50.0,100.0,100.0,0.008763344303850635
0,93,1.8926137469679822,1.739800086972069,True,50.0,100.0,100.0,0.008722736446302677
0,94,1.9097511121148343,1.7388158150154385,True,50.0,100.0,100.0,0.00852706909427082
0,95,2.0018557937727257,1.8397445495928497,True,50.0,100.0,100.0,0.009072621999267819
0,96,2.016914523380902,1.6966584844432386,True,50.0,100.0,100.0,0.008821061577792359
0,97,1.8293729693390208,1.691998300705756,True,50.0,100.0,100.0,0.008156972969230366
0,98,1.9009103114702348,1.5984012811306836,True,50.0,100.0,100.0,0.008256049027855534
0,99,1.9593721962491255,1.7287075424568337,True,50.0,100.0,100.0,0.008380605154097488
0,100,1.9266240491492497,1.6497787609344339,True,50.0,100.0,100.0,0.00808325579161374
0,101,1.9181388970244402,1.647761494767688,True,50.0,100.0,100.0,0.008258826220623641
0,102,1.9376522072684481,1.8455832036051916,True,50.0,100.0,100.0,0.008585163059559486
0,103,1.9517981301384864,1.6991279435373996,True,50.0,100.0,100.0,0.008414923495109538
0,104,1.9322168765397945,1.817581389125681,True,50.0,100.0,100.0,0.008733412852274258
0,105,1.8386465998299264,1.6955176785430375,True,50.0,100.0,100.0,0.008180789791083835
0,106,1.8731363455894379,1.7577614006193216,True,50.0,100.0,100.0,0.007999069866562354
0,107,1.839921221169733,1.6778962474016665,True,50.0,100.0,100.0,0.008012662950358677
0,108,1.96807120687163,1.8827794577467827,True,50.0,100.0,100.0,0.008833781181565017
0,109,1.9298697927745638,1.8350689525496926,True,50.0,100.0,100.0,0.008921173236392311
0,110,1.9881201503072752,1.7633098518978414,True,50.0,100.0,100.0,0.009110252187541143
0,111,1.9792617848298328,1.8061435534998822,True,50.0,100.0,100.0,0.008673655683356539
