portfolio_id,is_roi,oos_roi,oos_profitable,mc_rank,pct_edge,mean_corr
0,1.1762612599069324,1.2719560285077094,True,47.66666666666667,100.0,0.2760179292925843
1,1.1626840862226446,1.3187021797567229,True,0.0,100.0,0.3034093233175242
2,1.2698384230237934,1.534521174845159,True,20.333333333333332,100.0,0.3244043455415599
3,1.2673758012546705,1.3827567232681568,True,0.0,100.0,0.3167585346469055
4,1.0739347047645287,1.283100653712704,True,15.333333333333332,100.0,0.3350761801926658
5,0.9791609642329453,1.2823372738017453,True,0.0,100.0,0.3326819508941262
6,1.178280046808776,1.294330830865149,True,58.666666666666664,100.0,0.3294911075079832
7,1.222913391924112,1.4725564138109828,True,36.0,100.0,0.37899048055682044
8,1.0829331575473664,1.2606733046787848,True,6.666666666666667,100.0,0.28674928950730105
9,0.9444614347000976,1.1834968156346926,True,4.333333333333334,100.0,0.30566165993956834
10,1.293123050898461,1.3650805461138158,True,29.333333333333332,100.0,0.29724887974588116
11,1.1543973141574497,1.4087964816677092,True,5.666666666666666,100.0,0.34642001330947064
12,1.0693363120522952,1.2219243794347974,True,9.0,100.0,0.2882578105838019
13,1.1429410529412234,1.2834806472141047,True,0.0,100.0,0.2888289411951305
14,1.044217457127029,1.2525789769159221,True,30.0,100.0,0.3125616840492348
15,1.291107917475991,1.4157262353835551,True,0.0,100.0,0.26673790005586906
16,1.1588323129772582,1.5000262866070315,True,0.0,100.0,0.342909574739193
17,1.1949080717130416,1.3949141299627574,True,16.0,100.0,0.2760457845683593
18,1.203486272661176,1.4921910873960509,True,32.666666666666664,100.0,0.28981431772448113
19,1.2132012011583146,1.4566713525049013,True,75.66666666666667,100.0,0.29694956638216363
20,1.2140868839625822,1.4077097208060345,True,44.666666666666664,100.0,0.31147441413423443
21,1.2043800112080203,1.439689356437692,True,0.33333333333333337,100.0,0.3193546732041541
22,1.1716636547742345,1.4202298172885957,True,0.0,100.0,0.28170905839177435
23,1.3064414622691358,1.6960183764914838,True,49.666666666666664,100.0,0.36901794575405744
24,1.1303020973728093,1.4404492883670916,True,0.0,100.0,0.3112414361451265
25,1.1017742862152498,1.372971017030006,True,6.333333333333334,100.0,0.35356659971583654
26,1.1454040314790164,1.3652999693168655,True,5.333333333333334,100.0,0.3257604817245586
27,1.036421421357345,1.2850402280184459,True,3.0,100.0,0.2938691033255067
28,1.157440591628602,1.3243218827719963,True,1.0,100.0,0.3392803072837214
29,1.234428833205048,1.407788036168284,True,0.0,100.0,0.3528218393688388
30,1.11036519151165,1.4353747343301424,True,0.0,100.0,0.3007136293116253
31,1.0701641759241745,1.2019833063449181,True,14.666666666666666,100.0,0.25165398273081585
32,1.177756008502651,1.4817258654029617,True,0.0,100.0,0.32903572902939826
33,1.1930570345889202,1.406899345498136,True,1.3333333333333335,100.0,0.35482509483434416
34,1.1971961217928164,1.445633369641055,True,10.0,100.0,0.27975594253734487
35,1.112689145632277,1.2902806923143706,True,10.0,100.0,0.2742671273868066
36,1.1971620845147068,1.4378944781868217,True,1.0,100.0,0.3387509876398216
37,1.1244304703408186,1.335957988412701,True,90.0,100.0,0.2928861658493741
38,1.1945460631964782,1.412524891805492,True,14.000000000000002,100.0,0.34545199762231393
