portfolio_id,is_roi,oos_roi,oos_profitable,mc_rank,pct_edge,mean_corr
0,1.210947932297945,1.160242677132387,True,50.76979532337225,100.0,0.313827032905919
1,1.1319113840602575,1.1793838536308698,True,10.556207648030657,100.0,0.31457600475701003
2,1.1656473179159177,1.1848782446962947,True,98.594543771199,100.0,0.35966717418315935
3,1.1976031455679632,1.1451868504160232,True,34.6236303988055,100.0,0.30395622339687
4,1.120246516269221,1.2172845420745082,True,83.51905132705456,100.0,0.30741200180429284
5,1.1800807067494172,1.1019641043375465,True,97.76206894677676,100.0,0.30792912946979467
6,1.213355929719206,1.2461847113459859,True,45.387621894322336,100.0,0.33404421371768567
7,1.1496743182784064,1.2681181652551274,True,77.03462848844903,100.0,0.2936738581359304
8,1.2193334112080285,1.3537509350758978,True,75.09993438267614,100.0,0.3393115431049458
9,1.0886351346231284,1.193252769416944,True,83.62745136523021,100.0,0.308435828884348
10,1.253400695045549,1.1191917877403508,True,9.285571788659762,100.0,0.34456821714503094
11,1.1208425114435911,1.228291048834294,True,68.308933696488,100.0,0.3293446158586782
12,1.1273737437549478,1.2255454092699851,True,9.77039787203946,100.0,0.323514124869558
13,1.1829435121891771,1.0271301438049234,True,98.61687422337607,100.0,0.29152138507131203
14,1.1074657215154942,1.2450827661794368,True,43.81212246585729,100.0,0.2834756963257142
15,1.147953382427442,1.3106336872874766,True,90.27955397252134,100.0,0.33419445194480524
16,1.1270258608699848,1.1787899235587407,True,48.54057595424901,100.0,0.27951336886388406
17,1.2051662445820728,1.1779241393663424,True,94.98423834227427,100.0,0.3449681069609258
18,1.1633813267046462,1.2699727970897787,True,55.457482892203416,100.0,0.33020590850249004
19,1.1972813689266393,1.2144874178578278,True,78.32844259473106,100.0,0.2946851332347078
20,1.1328252363589661,1.0515711682524618,True,35.58975425540032,100.0,0.2987796418297659
21,1.2402324587049403,1.2791957285630307,True,18.07861719762386,100.0,0.339941692857126
22,1.175652237763412,1.0795754145632952,True,99.53515573072171,100.0,0.3162062962909216
23,1.151208295687817,1.272511058625355,True,41.462939007151476,100.0,0.2776312530719588
24,1.1475943546893972,1.243743384881825,True,0.19317049959753918,100.0,0.3251278320423829
25,1.1841813499978568,1.348491601143854,True,33.79874375661367,100.0,0.3065963997231149
26,1.1841292934021936,1.3363017698326984,True,84.73094431141945,100.0,0.34330580719619086
27,1.2574588078385187,1.3769573457257682,True,74.62071134426735,100.0,0.35529206902755917
28,1.1891952184288703,1.192385223269448,True,77.55823056471326,100.0,0.3240897422777658
29,1.1601471210425118,1.2454540221318766,True,52.36529657492205,100.0,0.35873852699345277
30,1.2370325295614406,1.4063374755033147,True,99.40915982372557,100.0,0.34182612186035555
31,1.1991973780065832,1.122507801345807,True,41.27246960346209,100.0,0.3356503338447065
32,1.1912799847301938,1.4408917056170667,True,87.46982682537909,100.0,0.34544706952856963
33,1.1890521040889779,1.0804013884811314,True,57.39186082656342,100.0,0.3090318206811855
34,1.1900989291967503,1.15290625651709,True,21.009299325924992,100.0,0.2992972203681819
35,1.1756221887378917,1.2001161413465038,True,30.179053305234206,100.0,0.3581060595096376
36,1.1827729533858278,1.3483873061001486,True,50.50472277575149,100.0,0.2945034939485777
37,1.118162829523539,1.3297521698112842,True,91.36842575326618,100.0,0.29179640788096645
38,1.1979905081623814,1.2355994084731508,True,71.1808003639908,100.0,0.35245277903648053
39,1.1706021055880376,1.1962033001128796,True,14.337328214070666,100.0,0.2995448092500343
40,1.172555086198663,1.2907962185054502,True,67.75738844228718,100.0,0.2793589426368618
41,1.1381342160626444,1.1902495934288349,True,90.24327167063805,100.0,0.3388287493994689
42,1.1406865694020083,1.1963888871616892,True,81.8250023402207,100.0,0.3494862552473659
43,1.210343002903424,1.3086702905509373,True,52.62944856851427,100.0,0.3046508667034451
44,1.2019512712884368,1.2925021060490314,True,64.68124755301604,100.0,0.3036683215480711
45,1.2236192536236086,1.1410290449993399,True,55.410773812254746,100.0,0.32173936618026794
46,1.1724516965412919,1.2617842371154542,True,78.14675148473718,100.0,0.3523883715279064
47,1.1759630348086358,1.4498575263506006,True,36.76812653955187,100.0,0.3309559339835876
