window,portfolio_id,port_is_roi,port_oos_roi,port_oos_profitable,std_mc_rank,boot_mc_rank,pct_edge,mean_alpha
0,0,3.895801943179065,0.5892793572690024,False,0.0,44.220000000000006,50.0,-0.04107206427309976
0,1,3.889980066295711,0.49665053318579855,False,0.0,43.4,30.0,-0.05033494668142015
0,2,4.127910134540961,0.6940826924263743,False,0.0,46.14,70.0,-0.030591730757362566
0,3,3.5354739667567676,0.8442434819122947,False,0.0,44.43999999999999,70.0,-0.015575651808770533
0,4,4.088446243952911,1.082338341152432,True,0.0,43.28,60.0,0.008233834115243218
0,5,3.444204395787969,0.2656335263529349,False,0.0,42.540000000000006,70.0,-0.07343664736470651
0,6,2.991537498358652,0.1782637134541506,False,0.0,44.459999999999994,60.0,-0.08217362865458494
0,7,4.202934526017711,1.0679570050786245,True,0.0,43.94,50.0,0.006795700507862446
0,8,3.4986656331759685,0.8542389637592123,False,0.0,44.980000000000004,60.0,-0.014576103624078778
0,9,3.216158883161576,0.7619051407598625,False,0.0,44.739999999999995,60.0,-0.023809485924013753
0,10,4.653622250021357,0.7497819175879942,False,0.0,43.92,50.0,-0.025021808241200583
0,11,3.5946325762382445,0.16826823160723303,False,0.0,43.46,80.0,-0.08317317683927669
0,12,4.422271805236047,0.9394810353330457,False,0.0,46.30000000000001,50.0,-0.00605189646669543
0,13,3.9427956069865937,0.6161302055008323,False,0.0,44.660000000000004,40.0,-0.03838697944991677
0,14,3.8362206307103617,0.384903902366289,False,0.0,44.28,40.0,-0.061509609763371095
0,15,2.7432007172003545,0.25855567394566104,False,0.0,46.02,60.0,-0.0741444326054339
0,16,2.8644018744334234,0.16826823160723303,False,0.0,42.7,70.0,-0.08317317683927669
0,17,2.8943917762467968,0.31694689728766456,False,0.0,41.62,30.0,-0.06830531027123354
0,18,3.928113897244379,1.1602908280779742,True,0.0,45.739999999999995,40.0,0.01602908280779742
0,19,3.04758639347528,0.5819065037778743,False,0.0,45.239999999999995,70.0,-0.04180934962221256
0,20,3.3309047899410436,0.7689829931671364,False,0.0,44.6,40.0,-0.023101700683286364
0,21,4.106581770695221,0.8471472123336959,False,0.0,42.34000000000001,60.0,-0.015285278766630403
0,22,3.891138114742851,0.8882533691804905,False,0.0,44.68,50.0,-0.011174663081950956
0,23,4.096735040382837,1.021819376485478,True,0.0,45.68,40.0,0.0021819376485477894
0,24,4.491555032415338,1.021819376485478,True,0.0,44.44,40.0,0.0021819376485477894
0,25,4.00225621606683,0.8471472123336959,False,0.0,44.0,60.0,-0.015285278766630403
0,26,4.797391198053189,1.4184536842265218,True,0.0,46.28000000000001,50.0,0.04184536842265219
0,27,3.4133546683660843,0.681613180268352,False,0.0,44.32,50.0,-0.03183868197316479
0,28,4.661904644084929,1.5251688432996793,True,0.0,44.940000000000005,60.0,0.05251688432996794
0,29,2.6931151695351985,0.07885203804752694,False,0.0,43.900000000000006,60.0,-0.0921147961952473
0,30,3.126557685781956,0.8542389637592123,False,0.0,47.019999999999996,70.0,-0.014576103624078778
0,31,3.9854032945296485,0.7084640285001821,False,0.0,45.760000000000005,50.0,-0.02915359714998179
0,32,4.190643895235077,1.3504966791478974,True,0.0,43.540000000000006,50.0,0.035049667914789744
0,33,3.6944915305761845,0.9026347052542982,False,0.0,43.019999999999996,60.0,-0.00973652947457018
0,34,3.0321616960159554,0.9126301871012157,False,0.0,44.879999999999995,40.0,-0.008736981289878428
0,35,3.433555553876775,0.3025655612138568,False,0.0,43.22,50.0,-0.06974344387861432
0,36,3.032735122748318,0.9929221475927261,False,0.0,42.66,40.0,-0.0007077852407273877
0,37,3.8849863108715543,0.48957268077852467,False,0.0,42.28,40.0,-0.05104273192214753
0,38,3.425626027993314,1.077952486925542,True,0.0,45.040000000000006,50.0,0.007795248692554199
0,39,3.6677560193942886,0.7546016570933286,False,0.0,45.0,30.0,-0.024539834290667136
0,40,3.0853803103192323,1.0752604887451582,True,0.0,44.019999999999996,30.0,0.007526048874515831
0,41,3.4329608892892205,0.5789888743382308,False,0.0,45.54,50.0,-0.04210111256617693
0,42,3.5059909171735826,0.4403056905047168,False,0.0,46.760000000000005,50.0,-0.05596943094952832
0,43,3.8784389981472946,1.1707930432497635,True,0.0,41.71999999999999,60.0,0.017079304324976344
0,44,3.5641055335014924,0.3508894969450107,False,0.0,45.46,40.0,-0.06491105030549893
